,INSTANCE,EDGE_DENSITY,AVG_DEGREE,BURNING_NODES,BURNING_EDGES,NODES_IN_DANGER,HEURISTIC,RESULT
5,instances/GBRL/100_r0.195_0_geom_9.gin,0.04727272727272727,0.07303807303807304,0.82,0.03777777777777778,0.91,LDEG,0.94
6,instances/GBRL/100_r0.195_0_geom_9.gin,0.03535353535353535,0.0,0.94,0.03535353535353535,0.9,LDEG,0.94
0,instances/GBRL/500_ep0.025_0_gilbert_4.in,0.02543486973947896,0.02545772908542536,0.002,2.8056112224448898e-05,0.014,GDEG,0.992
1,instances/GBRL/500_ep0.025_0_gilbert_4.in,0.025186372745490983,0.02530111138774494,0.016,0.0003406813627254509,0.16,GDEG,0.992
2,instances/GBRL/500_ep0.025_0_gilbert_4.in,0.024336673346693385,0.024782574858454774,0.172,0.003915831663326653,0.864,GDEG,0.992
3,instances/GBRL/500_ep0.025_0_gilbert_4.in,0.01751503006012024,0.02008183032732131,0.898,0.015587174348697394,0.958,GDEG,0.992
4,instances/GBRL/500_ep0.025_0_gilbert_4.in,0.014004008016032065,0.0,0.992,0.014004008016032065,0.922,GDEG,0.992
0,instances/GBRL/1000_r0.05_0_geom_6.gin,0.007741741741741742,0.007742477211946682,0.001,7.007007007007007e-06,0.007,LDEG,0.959
1,instances/GBRL/1000_r0.05_0_geom_6.gin,0.007715715715715716,0.007760784978526914,0.007,1.7017017017017017e-05,0.01,LDEG,0.959
2,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0076996996996997,0.007773968300284089,0.01,1.9019019019019018e-05,0.012,LDEG,0.959
3,instances/GBRL/1000_r0.05_0_geom_6.gin,0.00767967967967968,0.007780137861438674,0.013,2.4024024024024024e-05,0.017,GDEG,0.959
4,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0076276276276276275,0.007763911452436043,0.02,5.005005005005005e-05,0.037,LDEG,0.959
5,instances/GBRL/1000_r0.05_0_geom_6.gin,0.00754954954954955,0.007756447547023463,0.04,0.00014214214214214215,0.055,GDEG,0.959
6,instances/GBRL/1000_r0.05_0_geom_6.gin,0.007427427427427427,0.007747854806678336,0.059,0.00018318318318318318,0.07,GDEG,0.959
7,instances/GBRL/1000_r0.05_0_geom_6.gin,0.007341341341341341,0.007749579645004482,0.075,0.00022722722722722723,0.091,LDEG,0.959
8,instances/GBRL/1000_r0.05_0_geom_6.gin,0.007241241241241241,0.00776866251726587,0.097,0.0002882882882882883,0.108,GDEG,0.959
9,instances/GBRL/1000_r0.05_0_geom_6.gin,0.007117117117117117,0.007723645753428114,0.118,0.0003743743743743744,0.139,LDEG,0.959
10,instances/GBRL/1000_r0.05_0_geom_6.gin,0.006958958958958959,0.007728631244070674,0.148,0.00045145145145145143,0.16,GDEG,0.959
11,instances/GBRL/1000_r0.05_0_geom_6.gin,0.006828828828828829,0.007777949098242497,0.171,0.0004664664664664665,0.178,LDEG,0.959
12,instances/GBRL/1000_r0.05_0_geom_6.gin,0.006766766766766767,0.007846394579811351,0.189,0.0004974974974974975,0.192,GDEG,0.959
13,instances/GBRL/1000_r0.05_0_geom_6.gin,0.006676676676676677,0.007840106431655728,0.206,0.0005535535535535535,0.209,LDEG,0.959
14,instances/GBRL/1000_r0.05_0_geom_6.gin,0.006554554554554555,0.00784073547231442,0.226,0.0005955955955955956,0.226,LDEG,0.959
15,instances/GBRL/1000_r0.05_0_geom_6.gin,0.006466466466466467,0.00783532859004557,0.243,0.0006526526526526526,0.249,GDEG,0.959
16,instances/GBRL/1000_r0.05_0_geom_6.gin,0.00633033033033033,0.007869019089215442,0.271,0.0007197197197197198,0.266,GDEG,0.959
17,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0062302302302302305,0.0078763734833099,0.291,0.0007797797797797798,0.3,GDEG,0.959
18,instances/GBRL/1000_r0.05_0_geom_6.gin,0.00609009009009009,0.007864571888962132,0.326,0.0009309309309309309,0.337,GDEG,0.959
19,instances/GBRL/1000_r0.05_0_geom_6.gin,0.005863863863863864,0.0077289607273399825,0.364,0.0010950950950950951,0.392,LDEG,0.959
20,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0055955955955955955,0.007587945087945088,0.42,0.0013463463463463464,0.446,GDEG,0.959
21,instances/GBRL/1000_r0.05_0_geom_6.gin,0.005307307307307307,0.007423264849007424,0.474,0.0015585585585585586,0.496,GDEG,0.959
22,instances/GBRL/1000_r0.05_0_geom_6.gin,0.004982982982982983,0.007184175325768247,0.526,0.0017357357357357358,0.551,GDEG,0.959
23,instances/GBRL/1000_r0.05_0_geom_6.gin,0.004706706706706707,0.006928248044999314,0.583,0.001976976976976977,0.62,GDEG,0.959
24,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0043183183183183186,0.006700198650663047,0.653,0.002154154154154154,0.663,LDEG,0.959
25,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0041001001001001,0.006681681681681682,0.695,0.002229229229229229,0.712,GDEG,0.959
26,instances/GBRL/1000_r0.05_0_geom_6.gin,0.003871871871871872,0.006668830993155317,0.752,0.002391391391391391,0.737,LDEG,0.959
27,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0037237237237237237,0.006800615048037729,0.779,0.0024044044044044042,0.759,GDEG,0.959
28,instances/GBRL/1000_r0.05_0_geom_6.gin,0.003613613613613614,0.006788606788606789,0.807,0.0024934934934934933,0.792,LDEG,0.959
29,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0034614614614614614,0.006783706783706784,0.841,0.0025795795795795795,0.82,LDEG,0.959
30,instances/GBRL/1000_r0.05_0_geom_6.gin,0.003299299299299299,0.0067646593962383435,0.875,0.002656656656656657,0.847,GDEG,0.959
31,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0031591591591591593,0.0067760067760067755,0.904,0.002718718718718719,0.865,GDEG,0.959
32,instances/GBRL/1000_r0.05_0_geom_6.gin,0.003045045045045045,0.006484745615180398,0.922,0.002746746746746747,0.872,GDEG,0.959
33,instances/GBRL/1000_r0.05_0_geom_6.gin,0.002980980980980981,0.005947123594182418,0.933,0.002778778778778779,0.883,LDEG,0.959
34,instances/GBRL/1000_r0.05_0_geom_6.gin,0.002906906906906907,0.006097006097006097,0.944,0.0027727727727727726,0.888,LDEG,0.959
35,instances/GBRL/1000_r0.05_0_geom_6.gin,0.0028748748748748747,0.0055055055055055055,0.949,0.0027867867867867866,0.896,GDEG,0.959
36,instances/GBRL/1000_r0.05_0_geom_6.gin,0.002822822822822823,0.003003003003003003,0.958,0.002804804804804805,0.897,GDEG,0.959
37,instances/GBRL/1000_r0.05_0_geom_6.gin,0.002806806806806807,0.0017517517517517517,0.959,0.0027997997997997997,0.896,LDEG,0.959
0,instances/GBRL/1000_r0.05_0_geom_4.gin,0.007513513513513513,0.00751001251501752,0.001,1.1011011011011012e-05,0.011,LDEG,0.954
1,instances/GBRL/1000_r0.05_0_geom_4.gin,0.007467467467467468,0.007483191693718009,0.011,7.407407407407407e-05,0.026,GDEG,0.954
2,instances/GBRL/1000_r0.05_0_geom_4.gin,0.007365365365365365,0.007457509002308178,0.027,0.00012412412412412413,0.042,LDEG,0.954
3,instances/GBRL/1000_r0.05_0_geom_4.gin,0.007275275275275275,0.007460864005366623,0.042,0.00015015015015015014,0.057,GDEG,0.954
4,instances/GBRL/1000_r0.05_0_geom_4.gin,0.007189189189189189,0.007430055455669117,0.059,0.00022722722722722723,0.074,LDEG,0.954
5,instances/GBRL/1000_r0.05_0_geom_4.gin,0.007091091091091091,0.00740196718457588,0.075,0.0002812812812812813,0.089,GDEG,0.954
6,instances/GBRL/1000_r0.05_0_geom_4.gin,0.006990990990990991,0.0073802992781905104,0.093,0.00034134134134134137,0.103,LDEG,0.954
7,instances/GBRL/1000_r0.05_0_geom_4.gin,0.006890890890890891,0.007363295498888719,0.108,0.0003743743743743744,0.116,GDEG,0.954
8,instances/GBRL/1000_r0.05_0_geom_4.gin,0.006818818818818819,0.007311909610760185,0.122,0.0004574574574574575,0.133,LDEG,0.954
9,instances/GBRL/1000_r0.05_0_geom_4.gin,0.006710710710710711,0.007258727587752264,0.14,0.0005335335335335335,0.146,GDEG,0.954
10,instances/GBRL/1000_r0.05_0_geom_4.gin,0.0065945945945945945,0.007220138799086167,0.154,0.0005585585585585586,0.165,GDEG,0.954
11,instances/GBRL/1000_r0.05_0_geom_4.gin,0.006498498498498499,0.007204750763032972,0.174,0.0006266266266266266,0.174,LDEG,0.954
12,instances/GBRL/1000_r0.05_0_geom_4.gin,0.006432432432432433,0.007225859399772443,0.183,0.0006156156156156156,0.181,LDEG,0.954
13,instances/GBRL/1000_r0.05_0_geom_4.gin,0.006392392392392392,0.007244019838478276,0.193,0.0006406406406406406,0.199,GDEG,0.954
14,instances/GBRL/1000_r0.05_0_geom_4.gin,0.006304304304304304,0.007205649228995532,0.215,0.0007487487487487488,0.225,LDEG,0.954
15,instances/GBRL/1000_r0.05_0_geom_4.gin,0.006148148148148148,0.007142895583755799,0.241,0.0008338338338338339,0.247,LDEG,0.954
16,instances/GBRL/1000_r0.05_0_geom_4.gin,0.00601001001001001,0.007139267222716458,0.265,0.0008768768768768768,0.268,LDEG,0.954
17,instances/GBRL/1000_r0.05_0_geom_4.gin,0.005901901901901902,0.007171199976955373,0.288,0.0009179179179179179,0.283,GDEG,0.954
18,instances/GBRL/1000_r0.05_0_geom_4.gin,0.005815815815815816,0.00719506488737258,0.306,0.000951951951951952,0.301,GDEG,0.954
19,instances/GBRL/1000_r0.05_0_geom_4.gin,0.005725725725725726,0.007169497215439022,0.328,0.001044044044044044,0.326,GDEG,0.954
20,instances/GBRL/1000_r0.05_0_geom_4.gin,0.005591591591591592,0.007117340983155679,0.354,0.001136136136136136,0.359,GDEG,0.954
21,instances/GBRL/1000_r0.05_0_geom_4.gin,0.005403403403403404,0.0070897204118114746,0.386,0.0011991991991991992,0.392,LDEG,0.954
22,instances/GBRL/1000_r0.05_0_geom_4.gin,0.005257257257257258,0.007100963779664141,0.424,0.0013233233233233234,0.426,LDEG,0.954
23,instances/GBRL/1000_r0.05_0_geom_4.gin,0.005075075075075075,0.007024398916290808,0.459,0.0014364364364364364,0.473,GDEG,0.954
24,instances/GBRL/1000_r0.05_0_geom_4.gin,0.004850850850850851,0.00694284027617361,0.508,0.0016016016016016017,0.525,LDEG,0.954
25,instances/GBRL/1000_r0.05_0_geom_4.gin,0.004614614614614615,0.006924997286443069,0.56,0.0017407407407407408,0.561,LDEG,0.954
26,instances/GBRL/1000_r0.05_0_geom_4.gin,0.004454454454454454,0.006972397929844738,0.598,0.0018328328328328328,0.596,LDEG,0.954
27,instances/GBRL/1000_r0.05_0_geom_4.gin,0.004272272272272272,0.00705481601003989,0.638,0.0019089089089089088,0.621,GDEG,0.954
28,instances/GBRL/1000_r0.05_0_geom_4.gin,0.0041361361361361365,0.00704322743796428,0.668,0.001994994994994995,0.654,LDEG,0.954
29,instances/GBRL/1000_r0.05_0_geom_4.gin,0.0039879879879879876,0.007029417477178671,0.703,0.002104104104104104,0.7,LDEG,0.954
30,instances/GBRL/1000_r0.05_0_geom_4.gin,0.0037717717717717716,0.0069251069251069245,0.75,0.0022482482482482483,0.742,LDEG,0.954
31,instances/GBRL/1000_r0.05_0_geom_4.gin,0.0035575575575575577,0.006679092885989438,0.795,0.0023953953953953955,0.785,GDEG,0.954
32,instances/GBRL/1000_r0.05_0_geom_4.gin,0.003303303303303303,0.006053297391880069,0.841,0.0025345345345345344,0.819,GDEG,0.954
33,instances/GBRL/1000_r0.05_0_geom_4.gin,0.0031151151151151153,0.0056320056320056325,0.876,0.0026026026026026027,0.846,LDEG,0.954
34,instances/GBRL/1000_r0.05_0_geom_4.gin,0.002986986986986987,0.0056723390056723395,0.906,0.0026466466466466467,0.864,LDEG,0.954
35,instances/GBRL/1000_r0.05_0_geom_4.gin,0.002878878878878879,0.005700144589033478,0.929,0.002673673673673674,0.871,LDEG,0.954
36,instances/GBRL/1000_r0.05_0_geom_4.gin,0.002824824824824825,0.005301597894190487,0.937,0.0026816816816816816,0.878,GDEG,0.954
37,instances/GBRL/1000_r0.05_0_geom_4.gin,0.002780780780780781,0.004726949171393616,0.945,0.0026956956956956956,0.882,GDEG,0.954
38,instances/GBRL/1000_r0.05_0_geom_4.gin,0.0027407407407407406,0.003303303303303303,0.952,0.0027077077077077077,0.885,LDEG,0.954
39,instances/GBRL/1000_r0.05_0_geom_4.gin,0.002718718718718719,0.00286000286000286,0.954,0.0026986986986986985,0.882,GDEG,0.954
0,instances/GBRL/100_ep0.1_0_gilbert_9.in,0.09838383838383838,0.0981532496684012,0.01,0.0012121212121212121,0.12,LDEG,0.96
1,instances/GBRL/100_ep0.1_0_gilbert_9.in,0.09333333333333334,0.09775920120747708,0.12,0.008282828282828282,0.58,LDEG,0.96
2,instances/GBRL/100_ep0.1_0_gilbert_9.in,0.07414141414141415,0.08569566634082763,0.67,0.04757575757575758,0.87,GDEG,0.96
3,instances/GBRL/100_ep0.1_0_gilbert_9.in,0.042222222222222223,0.050505050505050504,0.96,0.041717171717171715,0.87,GDEG,0.96
0,instances/GBRL/50_r0.334_0_geom_8.gin,0.2530612244897959,0.2523948354852145,0.02,0.005714285714285714,0.28,GDEG,0.92
1,instances/GBRL/50_r0.334_0_geom_8.gin,0.22693877551020408,0.24069627851140457,0.3,0.06326530612244897,0.48,LDEG,0.92
2,instances/GBRL/50_r0.334_0_geom_8.gin,0.1820408163265306,0.22193877551020408,0.48,0.07551020408163266,0.78,GDEG,0.92
3,instances/GBRL/50_r0.334_0_geom_8.gin,0.13877551020408163,0.2066326530612245,0.78,0.10571428571428572,0.92,LDEG,0.92
4,instances/GBRL/50_r0.334_0_geom_8.gin,0.09714285714285714,0.0,0.92,0.09714285714285714,0.9,LDEG,0.92
0,instances/GBRL/50_r0.259_0_geom_3.gin,0.14285714285714285,0.14369012911286963,0.02,0.0020408163265306124,0.1,LDEG,0.34
1,instances/GBRL/50_r0.259_0_geom_3.gin,0.12897959183673469,0.1391465677179963,0.1,0.006530612244897959,0.18,GDEG,0.34
2,instances/GBRL/50_r0.259_0_geom_3.gin,0.11346938775510204,0.13587540279269603,0.2,0.01020408163265306,0.26,LDEG,0.34
3,instances/GBRL/50_r0.259_0_geom_3.gin,0.09959183673469388,0.13025210084033614,0.26,0.011020408163265306,0.34,LDEG,0.34
4,instances/GBRL/50_r0.259_0_geom_3.gin,0.08897959183673469,0.1294862772695285,0.34,0.013877551020408163,0.34,LDEG,0.34
0,instances/GBRL/500_ep0.02_0_gilbert_6.in,0.018829659318637275,0.01883124967369609,0.002,3.6072144288577156e-05,0.018,GDEG,0.992
1,instances/GBRL/500_ep0.02_0_gilbert_6.in,0.01861322645290581,0.018679485760887828,0.02,0.000344689378757515,0.166,LDEG,0.992
2,instances/GBRL/500_ep0.02_0_gilbert_6.in,0.01780360721442886,0.018183425674879173,0.18,0.002965931863727455,0.784,LDEG,0.992
3,instances/GBRL/500_ep0.02_0_gilbert_6.in,0.012713426853707415,0.014844503822459734,0.832,0.010308617234468938,0.944,GDEG,0.992
4,instances/GBRL/500_ep0.02_0_gilbert_6.in,0.008777555110220442,0.0,0.992,0.008777555110220442,0.91,GDEG,0.992
0,instances/GBRL/50_ep0.15_0_gilbert_6.in,0.13224489795918368,0.1324448146605581,0.02,0.0024489795918367346,0.12,GDEG,0.94
1,instances/GBRL/50_ep0.15_0_gilbert_6.in,0.11918367346938775,0.12434741338395824,0.12,0.012244897959183673,0.48,LDEG,0.94
2,instances/GBRL/50_ep0.15_0_gilbert_6.in,0.09387755102040816,0.11139455782312925,0.48,0.04040816326530612,0.9,LDEG,0.94
3,instances/GBRL/50_ep0.15_0_gilbert_6.in,0.04163265306122449,0.0,0.94,0.04163265306122449,0.78,GDEG,0.94
0,instances/GBRL/50_ep0.2_0_gilbert_10.in,0.2179591836734694,0.2182423990004165,0.02,0.004081632653061225,0.2,GDEG,0.94
1,instances/GBRL/50_ep0.2_0_gilbert_10.in,0.19510204081632654,0.2046186895810956,0.22,0.03959183673469388,0.84,GDEG,0.94
2,instances/GBRL/50_ep0.2_0_gilbert_10.in,0.12081632653061225,0.14625850340136054,0.84,0.10326530612244898,0.94,LDEG,0.94
3,instances/GBRL/50_ep0.2_0_gilbert_10.in,0.08816326530612245,0.0,0.94,0.08816326530612245,0.86,LDEG,0.94
0,instances/GBRL/500_ep0.015_0_gilbert_7.in,0.014653306613226454,0.014654559620242489,0.002,2.8056112224448898e-05,0.014,GDEG,0.99
1,instances/GBRL/500_ep0.015_0_gilbert_7.in,0.014468937875751504,0.014513752556028554,0.016,0.00021643286573146294,0.104,LDEG,0.99
2,instances/GBRL/500_ep0.015_0_gilbert_7.in,0.013939879759519038,0.014173471659873035,0.114,0.001438877755511022,0.5,GDEG,0.99
3,instances/GBRL/500_ep0.015_0_gilbert_7.in,0.011222444889779559,0.01266684312020267,0.57,0.005851703406813627,0.894,LDEG,0.99
4,instances/GBRL/500_ep0.015_0_gilbert_7.in,0.005595190380761523,0.006012024048096192,0.984,0.005547094188376753,0.874,LDEG,0.99
5,instances/GBRL/500_ep0.015_0_gilbert_7.in,0.005498997995991984,0.0,0.99,0.005498997995991984,0.866,GDEG,0.99
0,instances/GBRL/100_r0.169_0_geom_1.gin,0.07454545454545454,0.07489031731455974,0.01,0.00040404040404040404,0.04,LDEG,0.07
1,instances/GBRL/100_r0.169_0_geom_1.gin,0.07292929292929293,0.0761297182349814,0.04,0.0006060606060606061,0.06,LDEG,0.07
2,instances/GBRL/100_r0.169_0_geom_1.gin,0.07111111111111111,0.07714507714507715,0.07,0.0009090909090909091,0.06,LDEG,0.07
0,instances/GBRL/50_ep0.15_0_gilbert_1.in,0.1363265306122449,0.1361932528113286,0.02,0.002857142857142857,0.14,LDEG,0.92
1,instances/GBRL/50_ep0.15_0_gilbert_1.in,0.12326530612244897,0.1292517006802721,0.14,0.014693877551020407,0.52,LDEG,0.92
2,instances/GBRL/50_ep0.15_0_gilbert_1.in,0.09142857142857143,0.10612244897959185,0.56,0.04897959183673469,0.86,LDEG,0.92
3,instances/GBRL/50_ep0.15_0_gilbert_1.in,0.052244897959183675,0.04081632653061224,0.92,0.05142857142857143,0.84,LDEG,0.92
0,instances/GBRL/1000_r0.05_0_geom_8.gin,0.007489489489489489,0.00748997245493742,0.001,7.007007007007007e-06,0.007,LDEG,0.964
1,instances/GBRL/1000_r0.05_0_geom_8.gin,0.007459459459459459,0.007493380477251445,0.007,2.6026026026026025e-05,0.011,LDEG,0.964
2,instances/GBRL/1000_r0.05_0_geom_8.gin,0.007435435435435436,0.007505986229390485,0.011,2.7027027027027027e-05,0.014,LDEG,0.964
3,instances/GBRL/1000_r0.05_0_geom_8.gin,0.0074154154154154155,0.007514126537524299,0.014,2.9029029029029027e-05,0.016,GDEG,0.964
4,instances/GBRL/1000_r0.05_0_geom_8.gin,0.007371371371371371,0.007503413433883782,0.018,3.3033033033033035e-05,0.019,GDEG,0.964
5,instances/GBRL/1000_r0.05_0_geom_8.gin,0.007329329329329329,0.007494647782417567,0.022,3.7037037037037037e-05,0.023,GDEG,0.964
6,instances/GBRL/1000_r0.05_0_geom_8.gin,0.007285285285285286,0.007479529218659653,0.028,6.006006006006006e-05,0.043,LDEG,0.964
7,instances/GBRL/1000_r0.05_0_geom_8.gin,0.007213213213213213,0.007468273358103867,0.049,0.00016316316316316315,0.068,GDEG,0.964
8,instances/GBRL/1000_r0.05_0_geom_8.gin,0.007069069069069069,0.007407625728236415,0.075,0.00027627627627627627,0.092,GDEG,0.964
9,instances/GBRL/1000_r0.05_0_geom_8.gin,0.006918918918918919,0.007367232703555574,0.099,0.00034734734734734736,0.123,GDEG,0.964
10,instances/GBRL/1000_r0.05_0_geom_8.gin,0.006726726726726727,0.007317702766944307,0.133,0.0004554554554554555,0.153,GDEG,0.964
11,instances/GBRL/1000_r0.05_0_geom_8.gin,0.006552552552552553,0.007265760906537606,0.165,0.0005655655655655656,0.192,LDEG,0.964
12,instances/GBRL/1000_r0.05_0_geom_8.gin,0.006358358358358358,0.0072793099613022985,0.205,0.0006586586586586587,0.225,LDEG,0.964
13,instances/GBRL/1000_r0.05_0_geom_8.gin,0.006222222222222222,0.007346034119795833,0.24,0.0007347347347347348,0.272,GDEG,0.964
14,instances/GBRL/1000_r0.05_0_geom_8.gin,0.006018018018018018,0.007384195789992891,0.296,0.0009229229229229229,0.326,LDEG,0.964
15,instances/GBRL/1000_r0.05_0_geom_8.gin,0.005753753753753753,0.007302721362752959,0.352,0.0011311311311311312,0.385,GDEG,0.964
16,instances/GBRL/1000_r0.05_0_geom_8.gin,0.005485485485485485,0.007208609660448539,0.413,0.0013693693693693693,0.434,LDEG,0.964
17,instances/GBRL/1000_r0.05_0_geom_8.gin,0.005225225225225226,0.007155517752820258,0.464,0.0015115115115115114,0.479,LDEG,0.964
18,instances/GBRL/1000_r0.05_0_geom_8.gin,0.004994994994994995,0.007084670877774326,0.518,0.0017077077077077077,0.529,GDEG,0.964
19,instances/GBRL/1000_r0.05_0_geom_8.gin,0.004724724724724725,0.006994799677726507,0.571,0.0018568568568568568,0.578,GDEG,0.964
20,instances/GBRL/1000_r0.05_0_geom_8.gin,0.0045045045045045045,0.006984385515458961,0.626,0.002032032032032032,0.629,GDEG,0.964
21,instances/GBRL/1000_r0.05_0_geom_8.gin,0.00424024024024024,0.00701370266587658,0.68,0.0021431431431431433,0.672,GDEG,0.964
22,instances/GBRL/1000_r0.05_0_geom_8.gin,0.004042042042042042,0.006939210126461122,0.727,0.0023003003003003,0.723,LDEG,0.964
23,instances/GBRL/1000_r0.05_0_geom_8.gin,0.0037837837837837837,0.006746542460828175,0.781,0.0024614614614614613,0.761,LDEG,0.964
24,instances/GBRL/1000_r0.05_0_geom_8.gin,0.0035795795795795795,0.00636305094903821,0.819,0.0025805805805805804,0.808,LDEG,0.964
25,instances/GBRL/1000_r0.05_0_geom_8.gin,0.0033493493493493495,0.005839172505839172,0.867,0.002718718718718719,0.853,LDEG,0.964
26,instances/GBRL/1000_r0.05_0_geom_8.gin,0.003135135135135135,0.004843553230650005,0.912,0.002834834834834835,0.873,GDEG,0.964
27,instances/GBRL/1000_r0.05_0_geom_8.gin,0.003003003003003003,0.0042204366528690845,0.936,0.0028468468468468467,0.888,LDEG,0.964
28,instances/GBRL/1000_r0.05_0_geom_8.gin,0.002924924924924925,0.0034320034320034316,0.951,0.002852852852852853,0.898,LDEG,0.964
29,instances/GBRL/1000_r0.05_0_geom_8.gin,0.0028888888888888888,0.003559114670225781,0.962,0.002856856856856857,0.899,LDEG,0.964
30,instances/GBRL/1000_r0.05_0_geom_8.gin,0.0028748748748748747,0.0035035035035035035,0.964,0.002853853853853854,0.897,LDEG,0.964
0,instances/GBRL/100_ep0.125_0_gilbert_2.in,0.12262626262626262,0.12223242526272829,0.01,0.0016161616161616162,0.16,GDEG,0.97
1,instances/GBRL/100_ep0.125_0_gilbert_2.in,0.11555555555555555,0.11719605695509311,0.16,0.018282828282828283,0.88,LDEG,0.97
2,instances/GBRL/100_ep0.125_0_gilbert_2.in,0.08040404040404041,0.09090909090909091,0.9,0.07313131313131313,0.95,LDEG,0.97
3,instances/GBRL/100_ep0.125_0_gilbert_2.in,0.06626262626262626,0.0,0.97,0.06626262626262626,0.89,LDEG,0.97
0,instances/GBRL/50_r0.299_0_geom_2.gin,0.2253061224489796,0.22782174094127447,0.02,0.0020408163265306124,0.1,GDEG,0.9
1,instances/GBRL/50_r0.299_0_geom_2.gin,0.2057142857142857,0.22211675367821546,0.12,0.014693877551020407,0.26,GDEG,0.9
2,instances/GBRL/50_r0.299_0_geom_2.gin,0.17714285714285713,0.21728691476590636,0.28,0.029387755102040815,0.54,LDEG,0.9
3,instances/GBRL/50_r0.299_0_geom_2.gin,0.14122448979591837,0.2010204081632653,0.54,0.060816326530612246,0.78,LDEG,0.9
4,instances/GBRL/50_r0.299_0_geom_2.gin,0.10122448979591837,0.15451895043731778,0.78,0.07959183673469387,0.9,GDEG,0.9
5,instances/GBRL/50_r0.299_0_geom_2.gin,0.07265306122448979,0.0,0.9,0.07265306122448979,0.86,LDEG,0.9
0,instances/GBRL/100_r0.169_0_geom_6.gin,0.07434343434343435,0.07407407407407407,0.01,0.00101010101010101,0.1,GDEG,0.89
1,instances/GBRL/100_r0.169_0_geom_6.gin,0.0694949494949495,0.06911814776983316,0.1,0.00797979797979798,0.26,LDEG,0.89
2,instances/GBRL/100_r0.169_0_geom_6.gin,0.05919191919191919,0.0627104377104377,0.26,0.01404040404040404,0.41,LDEG,0.89
3,instances/GBRL/100_r0.169_0_geom_6.gin,0.05191919191919192,0.05952380952380953,0.41,0.018585858585858588,0.55,GDEG,0.89
4,instances/GBRL/100_r0.169_0_geom_6.gin,0.04303030303030303,0.05277777777777778,0.56,0.021919191919191918,0.67,LDEG,0.89
5,instances/GBRL/100_r0.169_0_geom_6.gin,0.03797979797979798,0.05312383090160868,0.68,0.023636363636363636,0.79,GDEG,0.89
6,instances/GBRL/100_r0.169_0_geom_6.gin,0.03272727272727273,0.047750229568411386,0.83,0.027474747474747475,0.84,GDEG,0.89
7,instances/GBRL/100_r0.169_0_geom_6.gin,0.02909090909090909,0.03282828282828283,0.89,0.027777777777777776,0.82,LDEG,0.89
0,instances/GBRL/50_r0.334_0_geom_7.gin,0.22938775510204082,0.2307371928363182,0.02,0.0032653061224489797,0.16,LDEG,0.9
1,instances/GBRL/50_r0.334_0_geom_7.gin,0.21306122448979592,0.2379293180686909,0.16,0.017959183673469388,0.36,LDEG,0.9
2,instances/GBRL/50_r0.334_0_geom_7.gin,0.18775510204081633,0.24421768707482994,0.36,0.04122448979591837,0.52,GDEG,0.9
3,instances/GBRL/50_r0.334_0_geom_7.gin,0.1436734693877551,0.21282798833819241,0.52,0.054285714285714284,0.76,LDEG,0.9
4,instances/GBRL/50_r0.334_0_geom_7.gin,0.10448979591836735,0.17091836734693877,0.76,0.07714285714285714,0.9,LDEG,0.9
5,instances/GBRL/50_r0.334_0_geom_7.gin,0.06775510204081632,0.0,0.9,0.06775510204081632,0.88,LDEG,0.9
0,instances/GBRL/500_r0.093_0_geom_1.gin,0.024681362725450903,0.024694679941044413,0.002,3.6072144288577156e-05,0.018,LDEG,0.97
1,instances/GBRL/500_r0.093_0_geom_1.gin,0.02450501002004008,0.024731094842746718,0.018,0.0002685370741482966,0.054,LDEG,0.97
2,instances/GBRL/500_r0.093_0_geom_1.gin,0.024096192384769538,0.024643767364878378,0.054,0.0008817635270541082,0.104,LDEG,0.97
3,instances/GBRL/500_r0.093_0_geom_1.gin,0.02327855711422846,0.02455247573799284,0.104,0.0014268537074148297,0.162,GDEG,0.97
4,instances/GBRL/500_r0.093_0_geom_1.gin,0.02238877755511022,0.024415981721897902,0.164,0.0021723446893787573,0.254,GDEG,0.97
5,instances/GBRL/500_r0.093_0_geom_1.gin,0.021186372745490983,0.024228785439731924,0.258,0.0034509018036072143,0.352,LDEG,0.97
6,instances/GBRL/500_r0.093_0_geom_1.gin,0.019751503006012024,0.02420614098860181,0.354,0.004404809619238477,0.472,LDEG,0.97
7,instances/GBRL/500_r0.093_0_geom_1.gin,0.018404809619238478,0.02452561372745491,0.474,0.005847695390781563,0.57,LDEG,0.97
8,instances/GBRL/500_r0.093_0_geom_1.gin,0.01709819639278557,0.02449559312800358,0.572,0.007006012024048096,0.676,LDEG,0.97
9,instances/GBRL/500_r0.093_0_geom_1.gin,0.015470941883767535,0.023794255177020707,0.682,0.008332665330661322,0.736,LDEG,0.97
10,instances/GBRL/500_r0.093_0_geom_1.gin,0.014444889779559118,0.022902948754652163,0.742,0.008993987975951905,0.832,LDEG,0.97
